HN,คำนำหน้า,ชื่อ,สกุล,เลขบัตรประชาชน,วันเดือนปีเกิด,อายุ,ระดับการศึกษา,เพศ,บ้านเลขที่,หมู่,ตำบล,อำเภอ,จังหวัด,ที่อยู่รวม,ชื่อผู้ดูแล,เบอร์โทรศัพท์,มีโรคประจำตัว,รายละเอียดโรคประจำตัว,คะแนน MMSE,ผล MMSE,คะแนน TGDS,ผล TGDS,คะแนน 8Q,ระดับความเสี่ยงฆ่าตัวตาย,ผลการได้ยินหูซ้าย,รายละเอียดหูซ้าย,ผลการได้ยินหูขวา,รายละเอียดหูขวา,การมองเห็นตาขวา (Snellen),การมองเห็นตาซ้าย (Snellen),ภาวะกลั้นปัสสาวะ,ปัญหาการนอน,วันที่ประเมิน
HN000535,นาง,ณัฐชา,ปัญญาธรรม,1704331069152.00,1954-05-08,71,ประถมศึกษา,หญิง,243,16,ต.คูคต,อ.ลำลูกกา,จ.ปทุมธานี,บ้านเลขที่ 243 หมู่ 16 ต.คูคต อ.ลำลูกกา จ.ปทุมธานี,ทศพล คำแปง,696048294,มี,ไขมันในเลือดสูง,26,ปกติ,2,ปกติ,0,ไม่มีความเสี่ยง,ปกติ,,ปกติ,,6/18,6/18,มี,ไม่มี,2025-12-17
HN000536,นาง,สิทธา,ปัญญาธรรม,9642034040706.00,1941-03-19,84,ประถมศึกษา,ชาย,279,11,ต.หัวหมาก,อ.บางกะปิ,จ.กรุงเทพมหานคร,บ้านเลขที่ 279 หมู่ 11 ต.หัวหมาก อ.บางกะปิ จ.กรุงเทพมหานคร,ไม่มีผู้ดูแล,693660263,มี,เบาหวาน,22,สงสัยผิดปกติ,6,ปกติ,3,ต่ำ,ปกติ,,ผิดปกติ,ติดเชื้อในหู,6/24,6/18,ไม่มี,ไม่มี,2025-07-21
HN000537,นาย,วรพล,บุญยืน,6060965449759.00,1946-06-25,79,สูงกว่าประถมศึกษา,ชาย,36,14,ต.หัวหมาก,อ.บางกะปิ,จ.กรุงเทพมหานคร,บ้านเลขที่ 36 หมู่ 14 ต.หัวหมาก อ.บางกะปิ จ.กรุงเทพมหานคร,สมพร วงศ์ไทย,864764021,มี,หอบหืด,24,ปกติ,9,เสี่ยงซึมเศร้า,5,ต่ำ,ปกติ,,ผิดปกติ,ได้ยินไม่ชัด,6/9,6/12,ไม่มี,ไม่มี,2025-09-13
HN000538,นาย,วรัญญา,รุ่งเรือง,2603861708324.00,1939-10-15,86,ประถมศึกษา,ชาย,82,1,ต.ท่าวังทอง,อ.เมืองพะเยา,จ.พะเยา,บ้านเลขที่ 82 หมู่ 1 ต.ท่าวังทอง อ.เมืองพะเยา จ.พะเยา,วิชัย วัฒนกิจ,614676692,ไม่มี,ไม่มี,19,สงสัยผิดปกติ,4,ปกติ,2,ต่ำ,ผิดปกติ,หูตึงเล็กน้อย,ปกติ,,6/24,6/24,มี,ไม่มี,2025-10-12
HN000539,นางสาว,สมศรี,สุวรรณศิลป์,6076646370326.00,1940-04-25,85,ประถมศึกษา,ชาย,42,5,ต.เวียง,อ.เมืองเชียงราย,จ.เชียงราย,บ้านเลขที่ 42 หมู่ 5 ต.เวียง อ.เมืองเชียงราย จ.เชียงราย,จิตรา อินทรา,674339402,มี,หอบหืด,21,สงสัยผิดปกติ,15,เสี่ยงซึมเศร้า,6,ปานกลาง,ผิดปกติ,หูตึงปานกลาง,ผิดปกติ,ติดเชื้อในหู,6/12,6/18,ไม่มี,ส่งต่อแพทย์,2025-03-19
HN000540,นางสาว,วรพล,สุวรรณศิลป์,7916652933390.00,1933-04-26,92,ประถมศึกษา,ชาย,126,13,ต.หนองปรือ,อ.บางละมุง,จ.ชลบุรี,บ้านเลขที่ 126 หมู่ 13 ต.หนองปรือ อ.บางละมุง จ.ชลบุรี,ไม่มีผู้ดูแล,655057352,มี,โรคหัวใจ,26,ปกติ,3,ปกติ,0,ไม่มีความเสี่ยง,ผิดปกติ,หูตึงเล็กน้อย,ผิดปกติ,หูตึงรุนแรง,6/18,6/24,มี,ไม่มี,2025-07-18
HN000541,นาย,สิริพร,ศิริกุล,6619260206055.00,1940-05-13,85,ประถมศึกษา,ชาย,281,13,ต.สำราญ,อ.เมืองขอนแก่น,จ.ขอนแก่น,บ้านเลขที่ 281 หมู่ 13 ต.สำราญ อ.เมืองขอนแก่น จ.ขอนแก่น,จิตรา แสงทอง,846745422,มี,โรคหัวใจ,18,สงสัยผิดปกติ,10,เสี่ยงซึมเศร้า,4,ต่ำ,ผิดปกติ,หูตึงเล็กน้อย,ปกติ,,6/12,6/18,ไม่มี,ไม่มี,2025-05-14
HN000542,นางสาว,ปรียา,เสริมสุข,3546815867751.00,1962-04-14,63,ประถมศึกษา,หญิง,239,8,ต.สำราญ,อ.เมืองขอนแก่น,จ.ขอนแก่น,บ้านเลขที่ 239 หมู่ 8 ต.สำราญ อ.เมืองขอนแก่น จ.ขอนแก่น,นงนุช เพ็งดี,986560609,มี,ความดันโลหิตสูง,28,ปกติ,1,ปกติ,3,ต่ำ,ปกติ,,ปกติ,,6/6,6/9,ไม่มี,ไม่มี,2025-04-22
HN000543,นาง,ณัฐพล,ตั้งใจดี,7349043981111.00,1943-03-21,82,สูงกว่าประถมศึกษา,หญิง,155,5,ต.รังสิต,อ.ธัญบุรี,จ.ปทุมธานี,บ้านเลขที่ 155 หมู่ 5 ต.รังสิต อ.ธัญบุรี จ.ปทุมธานี,จิตรา คำแปง,625452938,มี,ความดันโลหิตสูง,25,ปกติ,8,เสี่ยงซึมเศร้า,3,ต่ำ,ผิดปกติ,หูตึงรุนแรง,ผิดปกติ,ติดเชื้อในหู,6/12,6/12,ไม่มี,ไม่มี,2025-08-06
HN000544,นาง,ขวัญใจ,สายชล,8238626792890.00,1950-05-19,75,ประถมศึกษา,หญิง,66,3,ต.ช้างเผือก,อ.เมืองเชียงใหม่,จ.เชียงใหม่,บ้านเลขที่ 66 หมู่ 3 ต.ช้างเผือก อ.เมืองเชียงใหม่ จ.เชียงใหม่,สมพร แสงทอง,867400480,มี,ไตเรื้อรัง,22,สงสัยผิดปกติ,3,ปกติ,0,ไม่มีความเสี่ยง,ปกติ,,ผิดปกติ,หูตึงเล็กน้อย,6/9,6/18,ไม่มี,ไม่มี,2025-05-24
HN000545,นางสาว,ภูผา,สิงหนาท,9543275326952.00,1948-04-28,77,สูงกว่าประถมศึกษา,หญิง,167,7,ต.ลาดพร้าว,อ.ลาดพร้าว,จ.กรุงเทพมหานคร,บ้านเลขที่ 167 หมู่ 7 ต.ลาดพร้าว อ.ลาดพร้าว จ.กรุงเทพมหานคร,ปวีณ์นุช แสงทอง,650216641,มี,ความดันโลหิตสูง,26,ปกติ,8,เสี่ยงซึมเศร้า,6,ปานกลาง,ผิดปกติ,ติดเชื้อในหู,ปกติ,,6/9,6/9,ไม่มี,ไม่มี,2025-07-26
HN000546,นางสาว,กันตพงศ์,ศิริสุข,2078912205610.00,1954-05-08,71,ประถมศึกษา,หญิง,34,12,ต.คูคต,อ.ลำลูกกา,จ.ปทุมธานี,บ้านเลขที่ 34 หมู่ 12 ต.คูคต อ.ลำลูกกา จ.ปทุมธานี,ทศพล คำแปง,964201910,มี,ไขมันในเลือดสูง,26,ปกติ,2,ปกติ,0,ไม่มีความเสี่ยง,ปกติ,,ปกติ,,6/18,6/18,มี,ไม่มี,2025-12-17
HN000547,นาง,ชยพล,ตั้งใจดี,9231393199345.00,1962-10-17,63,ไม่ได้เรียนหนังสือ,ชาย,141,15,ต.ริมกก,อ.เมืองเชียงราย,จ.เชียงราย,บ้านเลขที่ 141 หมู่ 15 ต.ริมกก อ.เมืองเชียงราย จ.เชียงราย,ไม่มีผู้ดูแล,942920590,มี,ไตเรื้อรัง,24,ปกติ,2,ปกติ,4,ต่ำ,ปกติ,,ปกติ,,6/9,6/12,ไม่มี,ส่งต่อแพทย์,2025-08-16
HN000548,นางสาว,สมปอง,สุขเกษม,2282122650558.00,1939-07-01,86,ประถมศึกษา,ชาย,77,17,ต.ลาดพร้าว,อ.ลาดพร้าว,จ.กรุงเทพมหานคร,บ้านเลขที่ 77 หมู่ 17 ต.ลาดพร้าว อ.ลาดพร้าว จ.กรุงเทพมหานคร,กมล เพ็งดี,845758996,มี,ไขมันในเลือดสูง,20,สงสัยผิดปกติ,6,ปกติ,1,ต่ำ,ผิดปกติ,หูตึงรุนแรง,ปกติ,,6/18,6/18,ไม่มี,ส่งต่อแพทย์,2025-12-03
HN000549,นาย,ปรียา,ทองมาก,2201462515826.00,1948-02-19,77,ประถมศึกษา,หญิง,164,4,ต.รังสิต,อ.ธัญบุรี,จ.ปทุมธานี,บ้านเลขที่ 164 หมู่ 4 ต.รังสิต อ.ธัญบุรี จ.ปทุมธานี,สมโภชน์ ชูศรี,817877251,มี,เบาหวาน,23,สงสัยผิดปกติ,11,เสี่ยงซึมเศร้า,11,สูง,ผิดปกติ,หูตึงปานกลาง,ผิดปกติ,หูตึงเล็กน้อย,6/18,6/12,มี,ไม่มี,2025-01-03
HN000550,นางสาว,รุ้งตะวัน,บุญมา,5923146053857.00,1943-03-21,82,สูงกว่าประถมศึกษา,หญิง,208,17,ต.รังสิต,อ.ธัญบุรี,จ.ปทุมธานี,บ้านเลขที่ 208 หมู่ 17 ต.รังสิต อ.ธัญบุรี จ.ปทุมธานี,จิตรา คำแปง,650488235,มี,ความดันโลหิตสูง,25,ปกติ,8,เสี่ยงซึมเศร้า,3,ต่ำ,ผิดปกติ,หูตึงรุนแรง,ผิดปกติ,ติดเชื้อในหู,6/12,6/12,ไม่มี,ไม่มี,2025-08-06
HN000551,นาย,สิริพร,ทองมาก,5903650303205.00,1950-08-04,75,สูงกว่าประถมศึกษา,ชาย,156,8,ต.ช้างเผือก,อ.เมืองเชียงใหม่,จ.เชียงใหม่,บ้านเลขที่ 156 หมู่ 8 ต.ช้างเผือก อ.เมืองเชียงใหม่ จ.เชียงใหม่,ไม่มีผู้ดูแล,874428813,ไม่มี,ไม่มี,24,ปกติ,3,ปกติ,0,ไม่มีความเสี่ยง,ผิดปกติ,หูตึงปานกลาง,ผิดปกติ,หูตึงรุนแรง,6/18,6/18,ไม่มี,ไม่มี,2025-05-16
HN000552,นางสาว,ปรียา,อรุณสวัสดิ์,6040517286126.00,1948-02-19,77,ประถมศึกษา,หญิง,75,11,ต.รังสิต,อ.ธัญบุรี,จ.ปทุมธานี,บ้านเลขที่ 75 หมู่ 11 ต.รังสิต อ.ธัญบุรี จ.ปทุมธานี,สมโภชน์ ชูศรี,980109657,มี,เบาหวาน,23,สงสัยผิดปกติ,11,เสี่ยงซึมเศร้า,11,สูง,ผิดปกติ,หูตึงปานกลาง,ผิดปกติ,หูตึงเล็กน้อย,6/18,6/12,มี,ไม่มี,2025-01-03
HN000553,นาย,สิทธา,ปัญญาธรรม,5473815956259.00,1950-01-17,75,สูงกว่าประถมศึกษา,หญิง,11,2,ต.สุเทพ,อ.เมืองเชียงใหม่,จ.เชียงใหม่,บ้านเลขที่ 11 หมู่ 2 ต.สุเทพ อ.เมืองเชียงใหม่ จ.เชียงใหม่,จารุวรรณ ปัญญา,643264470,มี,เบาหวาน,20,สงสัยผิดปกติ,4,ปกติ,1,ต่ำ,ปกติ,,ปกติ,,6/12,6/9,ไม่มี,ไม่มี,2025-11-26
